Nome,Preço,Preço m/2,Distrito,Concelho,Freguesia,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
"Apartamento T3 em Ferreiros, Braga!",110 000 ,965 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,114 m²,114 m²,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Ferreiros e Gondizalves,Braga",148 000 ,1 000 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,148 m²,,,,,,True,True,True,,,,,,,,,True,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Luxo,1 290 000 ,921 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,1 400 m²,1 700 m²,,,,,True,,True,True,True,True,,,True,True,True,True,,,,,,,True,,True,True,,True,True,,True,,,,,,,,,True,True,,True,,,,,,,,,True,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3, em bom estado, com garagem Individual",97 500 ,722 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,135 m²,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3 Junto Minho Center,169 800 ,999 ,Braga (distrito),Braga,São Victor,,,170 m²,190 m²,,,,,True,True,True,,True,True,,,True,,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 em S. Vitor, Braga.",107 000 ,1 338 ,Braga (distrito),Braga,São Victor,,,80 m²,95 m²,,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 no centro de Braga,165 000 ,1 737 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,95 m²,108 m²,,,,,True,True,True,,True,True,True,,,,True,True,,,True,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andar moradia T3,112 500 ,1 042 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,108 m²,118 m²,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Térreas T3+1 Suites,350 000 ,1 882 ,Braga (distrito),Braga,Adaúfe,,,186 m²,186 m²,,,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empreendimento Santa Margarida (Obra Nova),110 000 ,4 583 ,Braga (distrito),Braga,São Vicente,,,24 m²,138 m²,,,,True,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Apartamento T1+1 em S. Lázaro, Braga",80 000 ,1 127 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,71 m²,76 m²,,,,,,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T1 + 1 totalmente mobilado em Braga, Real a 5 minutos do centro!",95 000 ,1 234 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,77 m²,92 m²,,,,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 para venda em Braga mobilado e equipado.,145 000 ,1 208 ,Braga (distrito),Braga,São Victor,,,120 m²,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Rústica T3 para remodelar com terreno de 2126m2,55 000 ,374 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,147 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Rústica T2 para remodelar com terreno de 692m2,43 000 ,361 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,119 m²,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 em excelente estado, em Real, Braga.",199 900 ,1 176 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,170 m²,291 m²,,,,True,True,True,True,,,True,,,,True,,,,True,,,True,,,,,,,,True,True,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa de Quinta em Pedra - Terreno 1900m2! Àrea de implantação 450m2!,275 000 ,306 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,900 m²,,,,,,,,True,,,True,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda T3 em Real,290 000 ,1 007 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,288 m²,,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias Banda T3 em S. Pedro de Merelim,240 000 ,800 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,300 m²,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em S. Vitor,185 000 ,974 ,Braga (distrito),Braga,São Victor,,,190 m²,,,,,,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 Venda em Real, Dume e Semelhe,Braga",285 000 ,1 040 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,274 m²,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 novo em Real,250 000 ,1 613 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,155 m²,,,,,True,True,True,True,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda T3 em Real,310 000 ,1 076 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,288 m²,,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Braga (São Vítor),Braga",165 000 ,1 269 ,Braga (distrito),Braga,São Victor,,,130 m²,,,,,,True,True,True,,,,,,,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 individual em Braga,260 000 ,1 000 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,260 m²,,,,,,,,True,,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 Cobertura Lamaçães,183 000 ,1 525 ,Braga (distrito),Braga,São Victor,,,120 m²,141 m²,,,,,True,,,,True,True,,,True,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Moradia V4 com piscina, São Mamede D´Este",649 000 ,1 064 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,610 m²,810 m²,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias T4 (3 suítes) em Braga,330 000 ,1 146 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,288 m²,300 m²,,,True,True,True,True,,,True,True,,,True,True,,True,,True,,,,,True,,True,,True,,True,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 como NOVO em Braga,134 900 ,999 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,135 m²,150 m²,,,,True,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 Piscinas,140 000 ,2 000 ,Braga (distrito),Braga,São Victor,,,70 m²,85 m²,,,,,,,,,True,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Gaveto em Fraião V3,415 000 ,1 383 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,300 m²,,,,,True,,True,True,,True,True,True,,,,,,,,,,,,True,,,,,,True,,,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Gaveto T3 em Real,310 000 ,1 240 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,250 m²,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda em Real Braga,290 000 ,1 169 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,248 m²,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Isolada T4 em Adaufe c/ Piscina,425 000 ,1 574 ,Braga (distrito),Braga,Palmeira,,,270 m²,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",79 000 ,790 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,100 m²,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Geminada V3,330 000 ,1 100 ,Braga (distrito),Braga,São Victor,,,300 m²,,,,,True,,True,True,,True,True,True,,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andar Moradia T3,135 000 ,1 047 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,129 m²,129 m²,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Moradia Geminada V3, Braga",315 000 ,1 050 ,Braga (distrito),Braga,São Victor,,,300 m²,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se T3 Renovado Braga-Central,145 000 ,1 261 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,115 m²,,,,,,True,,,,True,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Braga (São Vítor),Braga",140 000 ,1 400 ,Braga (distrito),Braga,São Victor,,,100 m²,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnífico T3 em pleno centro da cidade,260 000 ,1 625 ,Braga (distrito),Braga,São Victor,,,160 m²,,,,,True,,True,,,True,True,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",140 000 ,1 687 ,Braga (distrito),Braga,São Vicente,,,83 m²,83 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",120 000 ,2 609 ,Braga (distrito),Braga,São Vicente,,,46 m²,46 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T2, Braga",250 000 ,1 786 ,Braga (distrito),Braga,São Vicente,,,140 m²,140 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",130 000 ,2 241 ,Braga (distrito),Braga,São Vicente,,,58 m²,58 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",160 000 ,2 025 ,Braga (distrito),Braga,São Vicente,,,79 m²,79 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",170 000 ,1 735 ,Braga (distrito),Braga,São Vicente,,,98 m²,98 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",130 000 ,1 884 ,Braga (distrito),Braga,São Vicente,,,69 m²,69 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",140 000 ,2 545 ,Braga (distrito),Braga,São Vicente,,,55 m²,55 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",165 000 ,2 171 ,Braga (distrito),Braga,São Vicente,,,76 m²,76 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",135 000 ,2 368 ,Braga (distrito),Braga,São Vicente,,,57 m²,57 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",170 000 ,2 297 ,Braga (distrito),Braga,São Vicente,,,74 m²,74 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",165 000 ,2 143 ,Braga (distrito),Braga,São Vicente,,,77 m²,77 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T1, Braga",170 000 ,2 237 ,Braga (distrito),Braga,São Vicente,,,76 m²,76 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",120 000 ,2 667 ,Braga (distrito),Braga,São Vicente,,,45 m²,45 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T0, Braga",125 000 ,2 778 ,Braga (distrito),Braga,São Vicente,,,45 m²,45 m²,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 - Maximinos,190 000 ,1 188 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,160 m²,160 m²,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2, situado em frente ao Tribunal de Braga",120 000 ,1 017 ,Braga (distrito),Braga,São Victor,,,118 m²,,,,,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 remodelado perto do Braga Parque,176 000 ,1 023 ,Braga (distrito),Braga,São Victor,,,172 m²,,,,,True,,True,,,True,True,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 em bom estado com grande terraço e garagem...,110 000 ,1 264 ,Braga (distrito),Braga,Lomar e Arcos,,,87 m²,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 em S.Vicente, Braga",145 000 ,1 082 ,Braga (distrito),Braga,São Vicente,,,134 m²,157 m²,,,,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 Banda em S.Vitor, Braga",159 000 ,1 407 ,Braga (distrito),Braga,São Victor,,,113 m²,141 m²,,,,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 - centro de Braga,320 000 ,1 720 ,Braga (distrito),Braga,São Vicente,,,186 m²,225 m²,,,,True,,True,True,,True,True,True,,True,,,,,,True,,,,,,,,,,,True,,,,,True,,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Gaveto em Fraião,275 000 ,859 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,320 m²,,,,,True,,,,,True,True,,,True,True,,,,,,,,,True,,True,,,,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Centro Histórico,350 000 ,1 750 ,Braga (distrito),Braga,São Vicente,,,200 m²,260 m²,,,,,,,,,True,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Moradia Individual T3 Nova em Adaúfe, Braga",245 000 ,1 433 ,Braga (distrito),Braga,Adaúfe,,,171 m²,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Moradia Individual T3 Nova em Adaúfe, Braga",255 000 ,1 491 ,Braga (distrito),Braga,Adaúfe,,,171 m²,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 em Braga,127 000 ,1 283 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,99 m²,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Braga/Real,79 000 ,718 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,110 m²,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
