Nome,Nº Quartos,Nº Casas de Banho,Nº Estacionamentos,Área Útil,Área Terreno,Certificado Energia,Finalidade,Tipo de Imóvel,Estado,Preço de Venda,Distrito,Concelho,Freguesia,Coordenadas,Referência,Infraestruturas,Tipo de modalidade,Zona,Constituição,Sistema de abastecimento de água,Caixilharia das Janelas,Climatização,Domótica,Edifício,Garagem,Vistas,Exposição Solar,Segurança
Lote,,,,,720,,Venda,Lote,N/D,100.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200094,Concluídas; ,,Acessos: Calçada; ,,,,,,,,,,
Lote,,,,,360,,Venda,Lote,N/D,52.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200093,Concluídas; ,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Moradia,,,,,,,Venda,Moradia,Usado,250.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",314200091,,,,,,,,,,,,,
Lote,,,,,175,,Venda,Lote,N/D,52.500 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200086,Concluídas; ,,Acessos: Alcatrão; ,,,,,,,,,,
Lote,,,,175,175,,Venda,Lote,N/D,52.500 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200085,Concluídas; ,,Acessos: Alcatrão; ,,,,,,,,,,
Moradia em Banda 3 quartos,3,4,1,160,180,,Venda,Moradia em Banda,Construção,117.500 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200084,,,,Nº Frentes: 2; ,Companhia; ,,,,,Área (m2): 45; Local: Cave; ,,,
Armazém,,5,,1333,444,,Venda,Armazém,Usado,790.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200083,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Clínica, Escolas, Farmácia, Ginásio, Jardins, Padaria, Supermercado; ","Arrumos, Calhas Técnicas, Central Telefónica, Electricidade Trifásica, Monta Cargas, Nº Escritórios: 3; Quarto de Banho: Comum, Próprio; Luz Natural: 100%; Ar Condicionado: Completo; Garagem: Aparcamento, Nº Lugares: 3; ",,,,,,,,,"Bocas de Incêndio, Extintores, Segurança Activa, Sist. de Detecção de Incêndio, Sistema CCTV, Sistema de Desenfumagem, Sprinklers; Alarme: Completo; "
Armazém,,5,,1333,444,,Venda,Armazém,Usado,790.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200082,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Clínica, Escolas, Farmácia, Ginásio, Jardins, Padaria, Supermercado; ","Arrumos, Calhas Técnicas, Central Telefónica, Electricidade Trifásica, Monta Cargas, Nº Escritórios: 3; Quarto de Banho: Comum, Próprio; Luz Natural: 100%; Ar Condicionado: Completo; Garagem: Aparcamento, Nº Lugares: 3; ",,,,,,,,,"Bocas de Incêndio, Extintores, Segurança Activa, Sist. de Detecção de Incêndio, Sistema CCTV, Sistema de Desenfumagem, Sprinklers; Alarme: Completo; "
Moradia,,,,70,1833,,Venda,Moradia,Usado,110.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200079,,,,,,,,,,,,,
Terreno,,,,,4000,,Venda,Terreno,N/D,100.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200077,,,,,,,,,,,,,
Terreno Rústico,,,,,8000,,Venda,Terreno Rústico,N/D,91.500 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200076,,,,,,,,,,,,,
Lote,,,,,213,,Venda,Lote,N/D,39.000 €,Braga,Braga,Priscos,"41.4953996081,-8.474407196",314200074,,,Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,198,,Venda,Lote,N/D,32.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",314200073,A Efectuar; ,Residencial; ,Acessos: Calçada; Centralidade: Rural; ,,,,,,,,,,
Lote,,,,,325,,Venda,Lote,N/D,37.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",314200072,A Efectuar; ,Residencial; ,Acessos: Calçada; Centralidade: Rural; ,,,,,,,,,,
Moradia 5 quartos,5,,,586,3009,,Venda,Moradia,Usado,225.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200071,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Clínica, Escolas, Farmácia, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 4; ,,,,,Tipo empreendimento: Habitação; ,,Campo; ,,
Moradia 3 quartos,3,4,2,,,,Venda,Moradia,Novo,270.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285200042,,,,Nº Frentes: 2; Nº Pisos: 3; ,Companhia; ,Dupla; Estores: Eléctricos; ,Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ","Água, Casa de Banho, Eletricidade, Luz; ",Panorâmicas; ,,
Moradia Geminada 3 quartos,3,4,3,420,930,,Venda,Moradia Geminada,Novo,400.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",285200041,,,Acessos: Bons; Centralidade: Centro da Cidade; ,"Cave, Nº Frentes: 3; Nº Pisos: 2; ",Companhia; ,"Dupla, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; Ar Condicionado: Completo; ,,Tipo empreendimento: Habitação; ,"Água, Casa de Banho, Eletricidade, Luz, Portão Automático; Local: Exterior; ",Panorâmicas; ,,
Moradia em Banda 4 quartos,4,5,2,255,452,,Venda,Moradia em Banda,Construção,340.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200070,,,,,,,,,,,,,
Terreno Para Construção,,,,,1790,,Venda,Terreno Para Construção,N/D,70.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",314200069,,,Centralidade: Rural; ,,,,,,,,,,
Lote,,,,,350,,Venda,Lote,N/D,34.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",314200068,,,,,,,,,,,,,
Lote,,,,,337,,Venda,Lote,N/D,30.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",314200067,,,,,,,,,,,,,
Moradia Geminada 3 quartos,3,4,3,420,930,,Venda,Moradia Geminada,Novo,400.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",285200040,,,Centralidade: Periferia Cidade; ,Nº Frentes: 3; Nº Pisos: 2; ,Companhia; ,Dupla; Estores: Eléctricos; ,,,"Isolamento: Acústico, Térmico; ","Água, Casa de Banho, Eletricidade, Luz, Portão Automático; Local: Exterior; ",Panorâmicas; ,,
Lote,,,,,180,,Venda,Lote,N/D,36.000 €,Braga,Braga,Priscos,"41.4953996081,-8.474407196",314200065,Concluídas; ,,,,,,,,,,,,
Lote,,,,,180,,Venda,Lote,N/D,35.000 €,Braga,Braga,Priscos,"41.4953996081,-8.474407196",314200064,,,,,,,,,,,,,
Terreno Para Construção,,,,,612,,Venda,Terreno Para Construção,N/D,33.000 €,Braga,Braga,Arentim e Cunha,"41.4952834,-8.4952512",314200063,,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,2700,,Venda,Lote,N/D,30.000 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200061,,,Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1239,,Venda,Lote,N/D,60.000 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200060,,,,,,,,,,,,,
Lote,,,,,,,Venda,Lote,N/D,45.000 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200059,,,,,,,,,,,,,
Lote,,,,,288,,Venda,Lote,N/D,42.500 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200058,,,,,,,,,,,,,
Lote,,,,,197,,Venda,Lote,N/D,37.500 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200057,,,,,,,,,,,,,
Lote,,,,,297,,Venda,Lote,N/D,40.000 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200056,,,,,,,,,,,,,
Terreno,,,,,15000,,Venda,Terreno,N/D,25.000 €,Braga,Braga,Guisande e Oliveira (São Pedro),"41.520739,-8.4671408",314200054,,Florestal; ,Acessos: Terra Batida; Centralidade: Rural; ,,,,,,,,,,
Moradia em Banda 3 quartos,3,4,2,280,220,,Venda,Moradia em Banda,Novo,340.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200039,,,Acessos: Bons; Centralidade: Periferia Cidade; ,"Cave, Nº Frentes: 2; Nº Pisos: 3; ",Companhia; ,Dupla; Estores: Eléctricos; ,Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ","Água, Casa de Banho, Eletricidade, Luz, Portão Automático; ",Panorâmicas; ,,
Moradia em Banda 3 quartos,3,4,2,280,220,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200038,,,Centralidade: Centro da Cidade; ,Nº Frentes: 2; Nº Pisos: 3; ,Companhia; ,Dupla; Estores: Eléctricos; ,Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,,"Isolamento: Acústico, Térmico; ","Água, Casa de Banho, Eletricidade, Luz, Portão Automático; ",Panorâmicas; ,,
Moradia em Banda 3 quartos,3,4,2,280,220,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200037,,,Acessos: Bons; ,Nº Frentes: 2; Nº Pisos: 3; ,Companhia; ,Dupla; Estores: Eléctricos; ,Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ","Água, Casa de Banho, Eletricidade, Luz, Portão Automático; ",Panorâmicas; ,,
Moradia em Banda 3 quartos,3,4,2,280,220,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200036,,,Acessos: Bons; Centralidade: Periferia Cidade; ,Nº Frentes: 2; ,Companhia; ,Dupla; Estores: Eléctricos; ,Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ","Água, Luz, Portão Automático; ",Panorâmicas; ,,
Moradia em Banda 3 quartos,3,4,2,280,220,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200035,,,Acessos: Bons; Centralidade: Periferia Cidade; ,"Cave, Nº Frentes: 2; ",Companhia; ,Dupla; Estores: Eléctricos; ,Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ","Água, Eletricidade, Luz, Portão Automático; ",Panorâmicas; ,,
Prédio 7 quartos,7,7,,702,1090,Cert.Energ.: C,Venda,Prédio,Usado,410.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200051,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Jardins Infância, Padaria; ",Nº Frentes: 4; Nº Pisos: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos; ",Aquecimento Central: Completo; ,"Alarme: CCTV, Completo; Música Ambiente: Completo; ","Isolamento: Acústico, Térmico; Revestimento Exterior: Pedra Natural; Equipamento: Campo de Jogos, Gás Canalizado, Parque Infantil, Sistema RDIS, Tomadas de Computador; ",,,"Nascente, Norte, Poente, Sul; ",
Escritório,,1,,83,,Cert.Energ.: C,Venda,Escritório,Usado,91.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200049,,,"Acessos: Auto-Estrada; Centralidade: Centro da Cidade; Proximidade: Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Supermercado; ",Área (m2): 83.6; Nº Divisões: 4; Nº Escritórios: 3; Quarto de Banho: Próprio; Luz Natural: 50%; ,,,,,,,,,
Loja,,2,1,148,,Cert.Energ.: E,Venda,Loja,Usado,42.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200048,,,"Acessos: Auto-Estrada; Centralidade: Centro da Cidade; Proximidade: Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Supermercado; ","Área (m2): 148.5; Nº Divisões: 1; Quarto de Banho: Próprio; Luz Natural: <50%; Garagem: Lugar, Nº Lugares: 1; ",,,,,,,,,
Moradia em Banda 3 quartos,3,4,2,270,218,,Venda,Moradia em Banda,Novo,265.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285200034,,,Acessos: Bons; Centralidade: Periferia Cidade; ,Nº Frentes: 2; ,Companhia; ,Dupla; ,"Cilindro Eléctrico, Painel Solar; Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ",Estores Eléctricos; ,"Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado; ","Água, Área (m2): 96, Casa de Banho, Eletricidade, Luz, Portão Automático; Local: Cave; ",,"Norte, Sul; ",
Apartamento 3 quartos,3,2,1,120,,Cert.Energ.: F,Venda,Apartamento,Usado,119.900 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",314200047,,,,,,"Aluminio, Portadas, Vidro Duplo; ",,,,"Área (m2): 18, Luz, Portão Automático; Local: Cave; ",,Nascente; ,
Moradia Geminada 4 quartos,4,3,2,208,370,,Venda,Moradia Geminada,Construção,295.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200046,,,,,,,,,,,,,
Lote,,,,,231,,Venda,Lote,N/D,37.000 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200042,Concluídas; ,Reservado p/ Urbanização; ,"Acessos: Calçada; Centralidade: Distante Cidade, Periferia Cidade; ",,,,,,,,,,
Apartamento 3 quartos,3,2,,99,,Cert.Energ.: C,Venda,Apartamento,Usado,99.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260200047,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 4; ,Companhia; ,,,,Tipo empreendimento: Habitação; Equipamento: Jardins; ,,Jardins; ,,
Prédio,,,,328,278,Cert.Energ.: B,Venda,Prédio,Usado,299.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",260200046,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 4; ,Companhia; ,,,,"Tipo empreendimento: Habitação, Lojas; ",,Panorâmicas; ,"Nascente, Poente; ",
Apartamento 3 quartos,3,2,1,109,,Cert.Energ.: E,Venda,Apartamento,Usado,79.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260200045,,,,,,,,,,,,,
Lote,,,,,2700,,Venda,Lote,N/D,55.000 €,Braga,Braga,Vilaça e Fradelos,"41.5192413,-8.4855995",314200040,Concluídas; ,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno,,,,,2096,,Venda,Terreno,N/D,75.000 €,Braga,Braga,Priscos,"41.4953996081,-8.474407196",314200039,A Efectuar; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Loja,,4,,140,,Cert.Energ.: C,Venda,Loja,Usado,150.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",314200037,,,"Acessos: Auto-Estrada, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins Infância, Padaria, Supermercado; ","Balneários, Nº Divisões: 6; Nº Escritórios: 1; Quarto de Banho: Comum, Próprio; Luz Natural: 75%; Ar Condicionado: Completo; ",,,,,,,,,"Extintores, Sist. de Detecção de Incêndio; Alarme: Completo; "
Lote,,,,,300,,Venda,Lote,N/D,47.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",314200035,A Efectuar; ,Reservado p/ Urbanização; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Rústico,,,,,22080,,Venda,Terreno Rústico,N/D,57.500 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),"41.4776869,-8.4265693",314200034,,,,,,,,,,,,,
Terreno Para Construção,,,,,2300,,Venda,Terreno Para Construção,N/D,200.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200032,A Efectuar; ,"Equipamento, Industrial, Reservado p/ Urbanização; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1920,,Venda,Lote,N/D,125.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",314200030,,,,,,,,,,,,,
Apartamento 3 quartos,3,2,1,110,,,Venda,Apartamento,Usado,119.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",260200039,,,,,,,,,,,,,
Escritório,,2,,50,,Cert.Energ.: C,Venda,Escritório,Novo,74.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",260200035,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Área (m2): 50; Área (m2): 46.25; Nº Divisões: 5; Nº Escritórios: 2; Quarto de Banho: Próprio; Luz Natural: 75%; Ar Condicionado: Pré-Instalado; ,,,,,,,,,
Loja,,,,168,,Cert.Energ.: B-,Venda,Loja,Usado,88.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260200033,,,"Acessos: Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Escolas, Farmácia, Padaria, Serviços Públicos, Supermercado; ",Nº Divisões: 2; Quarto de Banho: Próprio; Luz Natural: 75%; ,,,,,,,,,
Apartamento 3 quartos,3,2,1,117,,Cert.Energ.: D,Venda,Apartamento,Usado,144.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285200033,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas; ",Nº Pisos: 7; ,Companhia; ,,,,Tipo empreendimento: Habitação; Revestimento Exterior: Tijolinho; Pavimento: Granito; ,Portão Automático; Local: Cave; ,Panorâmicas; ,"Nascente, Poente; ",
Apartamento 3 quartos,3,2,1,129,,Cert.Energ.: A,Venda,Apartamento,Novo,195.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285200032,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 3; Nº Pisos: 5; ,Companhia; ,"Dupla, PVC; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Completo; Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Hall de Entrada: Iluminação Aut.; Tecto: Falso Pladur; ","Eletricidade, Portão Automático; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Poente; ",
Armazém,,1,,,389,,Venda,Armazém,Novo,240.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285200031,,,,,,,,,,,,,
Apartamento 3 quartos,3,2,1,140,,,Venda,Apartamento,Novo,225.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200029,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Jardins, Padaria, Serviços Públicos; ",Nº Frentes: 2; Nº Pisos: 4; ,,"Aluminio, Dupla, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; ,"Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ",Local: Cave; ,,,
Apartamento 3 quartos,3,2,1,140,,,Venda,Apartamento,Novo,230.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200028,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Jardins, Padaria, Serviços Públicos; ",Nº Frentes: 2; Nº Pisos: 4; ,,"Aluminio, Dupla, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; ,"Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ",Local: Cave; ,,,
Apartamento 3 quartos,3,2,1,140,,,Venda,Apartamento,Novo,235.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200027,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Jardins, Padaria, Serviços Públicos; ",Nº Frentes: 2; Nº Pisos: 4; ,,"Aluminio, Dupla, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; ,"Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ",Local: Cave; ,,,
Apartamento 3 quartos,3,2,1,140,,,Venda,Apartamento,Novo,240.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200026,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Jardins, Padaria, Serviços Públicos; ",Nº Frentes: 2; Nº Pisos: 4; ,,"Aluminio, Dupla, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; ,"Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ",Local: Cave; ,,,
Moradia 4 quartos,4,4,2,325,283,,Venda,Moradia,Construção,365.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200025,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Padaria, Supermercado; ",Nº Frentes: 3; Nº Pisos: 2; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Eléctricos; ",Painel Solar; Ar Condicionado: Pré-Instalação; ,"Churrasqueira, Rega Automática, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Jardins; ","Água, Luz, Portão Automático; ",Panorâmicas; ,"Nascente, Poente; ",
Moradia 4 quartos,4,4,2,322,225,,Venda,Moradia,Construção,345.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200024,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Padaria, Supermercado; ",Nº Frentes: 2; Nº Pisos: 2; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Eléctricos; ",Painel Solar; Ar Condicionado: Pré-Instalação; ,"Churrasqueira, Rega Automática, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Jardins; ","Água, Luz, Portão Automático; ",Panorâmicas; ,"Nascente, Poente; ",
Moradia 4 quartos,4,4,2,322,307,,Venda,Moradia,Construção,355.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200023,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Padaria, Supermercado; ",Nº Frentes: 3; Nº Pisos: 2; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Eléctricos; ",Painel Solar; Ar Condicionado: Pré-Instalação; ,"Churrasqueira, Rega Automática, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Jardins; ","Água, Luz, Portão Automático; ",Panorâmicas; ,"Nascente, Poente; ",
Moradia Isolada 6 quartos,6,7,6,400,6000,Cert.Energ.: A,Venda,Moradia Isolada,Usado,1.580.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",285200020,,,,,,,,,,,,,
